R316:3233347.942556,0.225595,3233348.251154,3233348.476749
R317:3233348.160774,0.049514,3233348.476756,3233348.526270
R318:3233348.179783,0.132156,3233348.526276,3233348.658433
R319:3233348.246676,0.281006,3233348.658439,3233348.939446
R320:3233348.348571,0.028881,3233348.939453,3233348.968334
R321:3233348.365459,0.037979,3233348.968342,3233349.006321
R322:3233348.579344,0.114741,3233349.006328,3233349.121069
R323:3233348.809041,0.026568,3233349.121081,3233349.147649
R324:3233348.873636,0.010873,3233349.147656,3233349.158530
R325:3233349.166712,0.081336,3233349.166794,3233349.248130
R326:3233349.367474,0.215346,3233349.367560,3233349.582905
R327:3233349.494303,0.027640,3233349.582927,3233349.610567
R328:3233349.514653,0.018906,3233349.610575,3233349.629481
R329:3233349.532951,0.016156,3233349.629489,3233349.645645
R330:3233349.631341,0.021516,3233349.645651,3233349.667167
R331:3233349.644892,0.001164,3233349.667172,3233349.668335
R332:3233349.938502,0.010652,3233349.938568,3233349.949220
R333:3233349.956042,0.087139,3233349.956116,3233350.043256
R334:3233350.018009,0.008859,3233350.043273,3233350.052132
R335:3233350.264785,0.006097,3233350.264856,3233350.270954
R336:3233350.360042,0.057170,3233350.360118,3233350.417287
R337:3233350.410093,0.028915,3233350.417305,3233350.446220
R338:3233350.467473,0.202906,3233350.467536,3233350.670441
R339:3233350.495459,0.017633,3233350.670458,3233350.688091
R340:3233350.578972,0.047113,3233350.688095,3233350.735209
R341:3233350.582511,0.116660,3233350.735216,3233350.851876
R342:3233350.750666,0.516639,3233350.851883,3233351.368522
R343:3233350.794738,0.061782,3233351.368529,3233351.430311
R344:3233350.798376,0.090341,3233351.430319,3233351.520660
R345:3233350.820814,0.033077,3233351.520666,3233351.553743
R346:3233350.941146,0.086706,3233351.553748,3233351.640454
R347:3233351.161288,0.004289,3233351.640461,3233351.644750
R348:3233351.203072,0.135519,3233351.644758,3233351.780277
R349:3233351.348621,0.095455,3233351.780285,3233351.875740
R350:3233351.468596,0.031278,3233351.875747,3233351.907024
R351:3233351.703137,0.029477,3233351.907030,3233351.936507
R352:3233351.842770,0.017464,3233351.936514,3233351.953978
R353:3233352.008519,0.004577,3233352.008613,3233352.013190
R354:3233352.097956,0.014260,3233352.098023,3233352.112283
R355:3233352.108660,0.012198,3233352.112314,3233352.124512
R356:3233352.136654,0.004984,3233352.136718,3233352.141702
R357:3233352.225605,0.242465,3233352.225680,3233352.468146
R358:3233352.445932,0.216100,3233352.468173,3233352.684274
R359:3233352.451703,0.024751,3233352.684281,3233352.709033
R360:3233352.515018,0.015411,3233352.709039,3233352.724450
R361:3233352.603456,0.053912,3233352.724454,3233352.778366
R362:3233352.691309,0.217050,3233352.778374,3233352.995424
R363:3233352.860352,0.072739,3233352.995432,3233353.068171
R364:3233352.935122,0.021266,3233353.068177,3233353.089443
R365:3233353.065838,0.083666,3233353.089451,3233353.173116
R366:3233353.096520,0.001399,3233353.173123,3233353.174522
R367:3233353.173782,0.035585,3233353.174529,3233353.210113
R368:3233353.441905,0.061622,3233353.441988,3233353.503610
R369:3233353.464941,0.030581,3233353.503629,3233353.534210
R370:3233353.516192,0.086335,3233353.534218,3233353.620553
R371:3233353.630110,0.026114,3233353.630174,3233353.656289
R372:3233353.688694,0.033734,3233353.688759,3233353.722493
R373:3233353.810165,0.118652,3233353.810236,3233353.928888
R374:3233353.834317,0.095889,3233353.928905,3233354.024794
R375:3233353.864176,0.155427,3233354.024802,3233354.180229
R376:3233353.865812,0.076517,3233354.180236,3233354.256752
R377:3233354.057150,0.091875,3233354.256760,3233354.348635
R378:3233354.095939,0.156990,3233354.348641,3233354.505631
R379:3233354.170775,0.024668,3233354.505639,3233354.530307
R380:3233354.199578,0.060194,3233354.530313,3233354.590508
R381:3233354.207189,0.078769,3233354.590514,3233354.669283
R382:3233354.427751,0.143518,3233354.669289,3233354.812807
R383:3233354.503478,0.111220,3233354.812817,3233354.924037
R384:3233354.822796,0.037183,3233354.924044,3233354.961227
R385:3233354.864954,0.002013,3233354.961232,3233354.963245
R386:3233354.869451,0.055665,3233354.963249,3233355.018913
R387:3233354.869965,0.102658,3233355.018920,3233355.121578
R388:3233354.904628,0.059006,3233355.121584,3233355.180590
R389:3233355.076194,0.006791,3233355.180597,3233355.187388
R390:3233355.139211,0.055081,3233355.187392,3233355.242473
R391:3233355.160410,0.003697,3233355.242480,3233355.246177
R392:3233355.417307,0.023404,3233355.417373,3233355.440778
R393:3233355.426131,0.078733,3233355.440798,3233355.519531
R394:3233355.550389,0.271566,3233355.550454,3233355.822020
R395:3233355.560142,0.015136,3233355.822051,3233355.837188
R396:3233355.762242,0.117988,3233355.837195,3233355.955183
R397:3233355.826864,0.000584,3233355.955190,3233355.955774
R398:3233355.977156,0.111130,3233355.977221,3233356.088351
R399:3233356.063581,0.213201,3233356.088369,3233356.301570
R400:3233356.199739,0.129124,3233356.301579,3233356.430703
R401:3233356.209882,0.008917,3233356.430711,3233356.439628
R402:3233356.502572,0.022795,3233356.502635,3233356.525431
R403:3233356.534723,0.008322,3233356.534786,3233356.543108
R404:3233356.700666,0.027053,3233356.700737,3233356.727791
R405:3233356.838005,0.231335,3233356.838072,3233357.069407
R406:3233356.857043,0.008473,3233357.069427,3233357.077901
R407:3233357.000119,0.155508,3233357.077912,3233357.233420
R408:3233357.397038,0.098263,3233357.397104,3233357.495367
R409:3233357.438830,0.047489,3233357.495388,3233357.542876
R410:3233357.499812,0.032628,3233357.542885,3233357.575513
R411:3233357.605958,0.011603,3233357.606022,3233357.617625
R412:3233357.697718,0.039568,3233357.697780,3233357.737348
R413:3233357.706199,0.089871,3233357.737368,3233357.827239
R414:3233357.720931,0.177164,3233357.827246,3233358.004411
R415:3233357.733091,0.019735,3233358.004417,3233358.024152
R416:3233357.820429,0.062721,3233358.024160,3233358.086881
R417:3233357.930797,0.239051,3233358.086887,3233358.325938
R418:3233357.968249,0.010851,3233358.325966,3233358.336817
R419:3233358.114443,0.060290,3233358.336822,3233358.397111
R420:3233358.118353,0.019809,3233358.397119,3233358.416928
R421:3233358.169322,0.014546,3233358.416935,3233358.431480
R422:3233358.229593,0.047395,3233358.431488,3233358.478882
R423:3233358.266449,0.087434,3233358.478888,3233358.566322
R424:3233358.266998,0.051650,3233358.566328,3233358.617978
R425:3233358.280494,0.126272,3233358.617985,3233358.744258
R426:3233358.289292,0.096180,3233358.744265,3233358.840445
R427:3233358.443442,0.168241,3233358.840452,3233359.008693
R428:3233358.684494,0.004028,3233359.008700,3233359.012728
R429:3233358.690972,0.016247,3233359.012735,3233359.028982
R430:3233358.765857,0.009667,3233359.028987,3233359.038654
R431:3233359.028785,0.075568,3233359.038659,3233359.114226
R432:3233359.077894,0.100425,3233359.114233,3233359.214658
R433:3233359.179623,0.043493,3233359.214665,3233359.258158
R434:3233359.257153,0.071832,3233359.258164,3233359.329997
R435:3233359.429996,0.020890,3233359.430066,3233359.450956
R436:3233359.684534,0.039060,3233359.684606,3233359.723667
R437:3233359.840246,0.008548,3233359.840313,3233359.848861
R438:3233359.888360,0.040826,3233359.888425,3233359.929251
R439:3233360.053370,0.226737,3233360.053436,3233360.280174
R440:3233360.190923,0.148383,3233360.280194,3233360.428577
R441:3233360.380158,0.084035,3233360.428584,3233360.512619
R442:3233360.505492,0.081660,3233360.512625,3233360.594285
R443:3233360.578094,0.072056,3233360.594294,3233360.666350
R444:3233360.647896,0.002493,3233360.666356,3233360.668850
R445:3233360.759326,0.076296,3233360.759391,3233360.835688
R446:3233360.900368,0.012951,3233360.900452,3233360.913403
R447:3233360.915344,0.125202,3233360.915424,3233361.040626
R448:3233360.937153,0.110767,3233361.040644,3233361.151411
R449:3233361.123127,0.091561,3233361.151421,3233361.242982
R450:3233361.143470,0.009298,3233361.242989,3233361.252287
R451:3233361.181014,0.008987,3233361.252291,3233361.261278
R452:3233361.400331,0.026262,3233361.400394,3233361.426657
R453:3233361.465687,0.028276,3233361.465752,3233361.494028
R454:3233361.487972,0.244790,3233361.494048,3233361.738838
R455:3233361.595166,0.058923,3233361.738846,3233361.797769
R456:3233361.620264,0.229529,3233361.797778,3233362.027306
R457:3233361.770984,0.029083,3233362.027313,3233362.056396
R458:3233361.786319,0.086190,3233362.056400,3233362.142591
R459:3233361.868650,0.022089,3233362.142597,3233362.164687
R460:3233362.075339,0.082710,3233362.164692,3233362.247402
R461:3233362.187429,0.139719,3233362.247409,3233362.387129
R462:3233362.366145,0.002405,3233362.387138,3233362.389543
R463:3233362.514564,0.080103,3233362.514631,3233362.594735
R464:3233362.603829,0.124095,3233362.603901,3233362.727996
R465:3233362.748126,0.006655,3233362.748214,3233362.754869
R466:3233362.781580,0.015801,3233362.781645,3233362.797446
R467:3233362.993620,0.037163,3233362.993687,3233363.030850
R468:3233363.013349,0.039663,3233363.030871,3233363.070534
R469:3233363.071879,0.008844,3233363.071885,3233363.080729
R470:3233363.176162,0.169660,3233363.176228,3233363.345888
R471:3233363.215576,0.009167,3233363.345906,3233363.355074
R472:3233363.309127,0.115431,3233363.355082,3233363.470513
R473:3233363.473013,0.038080,3233363.473074,3233363.511155
R474:3233363.523896,0.026476,3233363.523959,3233363.550436
R475:3233363.574029,0.005890,3233363.574094,3233363.579984
R476:3233363.665575,0.047165,3233363.665645,3233363.712811
R477:3233363.897398,0.093622,3233363.897493,3233363.991116
R478:3233364.110462,0.053165,3233364.110528,3233364.163692
R479:3233364.172208,0.021178,3233364.172273,3233364.193451
R480:3233364.206807,0.071644,3233364.206869,3233364.278512
R481:3233364.235059,0.011231,3233364.278530,3233364.289760
